,Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
913,BUENOS AIRES,General San Martín,Villa Chacabuco,--,SI,--,SI,SI,SI,--,--,--
914,BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,--,SI,--,SI,SI,SI,--,--,--
915,BUENOS AIRES,General San Martín,Villa General Antonio J. De Sucre,--,SI,--,SI,SI,SI,--,--,--
916,BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,--,SI,--,SI,SI,SI,--,--,--
917,BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,--,SI,--,SI,SI,SI,--,--,--
918,BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,--,SI,--,SI,SI,SI,--,--,--
919,BUENOS AIRES,General San Martín,Villa Godoy Cruz,--,SI,--,SI,SI,SI,--,--,--
920,BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,--,SI,--,SI,SI,SI,--,SI,--
921,BUENOS AIRES,General San Martín,Villa Gregoria Matorras,--,SI,--,SI,SI,SI,--,--,--
922,BUENOS AIRES,Lanús,Remedios Escalada De San Martin,SI,SI,SI,SI,SI,SI,SI,SI,--
923,BUENOS AIRES,Lanús,Valentín Alsina,SI,SI,SI,SI,SI,SI,SI,SI,--
924,BUENOS AIRES,Laprida,Laprida,SI,SI,--,SI,SI,SI,SI,--,--
925,BUENOS AIRES,Laprida,Pueblo Nuevo,--,--,--,--,--,--,--,SI,--
926,BUENOS AIRES,Laprida,Pueblo San Jorge,--,--,--,--,--,--,SI,SI,--
927,BUENOS AIRES,Las Flores,Coronel Boerr,--,--,--,--,--,--,--,SI,--
928,BUENOS AIRES,Las Flores,El Trigo,--,--,--,--,--,--,--,SI,--
929,BUENOS AIRES,Las Flores,Las Flores,SI,--,--,SI,SI,SI,SI,SI,SI
930,BUENOS AIRES,Las Flores,Pardo,--,--,--,--,SI,SI,--,SI,--
931,BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,SI,--,--,--,SI,SI,--,SI,--
932,BUENOS AIRES,Leandro N. Alem,El Dorado,--,--,--,--,--,--,SI,SI,SI
933,BUENOS AIRES,Leandro N. Alem,Fortín Acha,--,--,--,--,--,--,--,SI,--
934,FORMOSA,Pilcomayo,Clorinda,SI,SI,--,SI,SI,SI,SI,SI,SI
935,FORMOSA,Pilcomayo,Laguna Blanca,SI,--,--,SI,SI,SI,SI,SI,--
936,FORMOSA,Pilcomayo,Laguna Naick-Neck,SI,--,--,--,SI,--,SI,SI,SI
937,FORMOSA,Pilcomayo,Palma Sola,--,--,--,--,SI,--,--,SI,--
938,FORMOSA,Pilcomayo,Puerto Pilcomayo,--,--,--,--,--,--,--,SI,--
939,FORMOSA,Pilcomayo,Riacho He-He,--,--,--,SI,SI,SI,SI,SI,--
940,FORMOSA,Pilcomayo,Riacho Negro,--,--,--,--,SI,--,--,SI,--
941,FORMOSA,Pilcomayo,Siete Palmas,SI,--,--,SI,SI,--,SI,SI,--
942,FORMOSA,Pirané,Colonia Campo Villafañe,--,--,--,SI,SI,--,SI,SI,--
943,FORMOSA,Pirané,El Colorado,SI,--,--,--,SI,--,--,SI,SI
944,FORMOSA,Pirané,Palo Santo,--,SI,--,--,SI,SI,SI,SI,SI
945,LA PAMPA,Rancul,Parera,--,--,--,SI,SI,SI,SI,SI,SI
946,LA PAMPA,Rancul,Pichi Huinca,--,--,--,SI,--,--,SI,--,--
947,LA PAMPA,Rancul,Quetrequén,--,--,--,SI,--,--,SI,SI,SI
948,LA PAMPA,Rancul,Rancul,--,--,--,SI,SI,--,SI,SI,SI
949,LA PAMPA,Realicó,Adolfo Van Praet,--,SI,--,--,--,--,SI,--,SI
950,LA PAMPA,Realicó,Alta Italia,--,--,--,--,--,--,SI,SI,SI
951,LA PAMPA,Realicó,Damián Maisonave (Est. Simson),--,--,--,SI,--,--,SI,SI,--
952,LA PAMPA,Realicó,Embajador Martini,SI,--,--,SI,SI,--,SI,--,SI
953,LA PAMPA,Realicó,Falucho,--,--,--,--,--,--,SI,SI,SI
954,LA PAMPA,Realicó,Ingeniero Luiggi,--,--,--,SI,SI,SI,SI,SI,SI
955,LA PAMPA,Realicó,Ojeda,--,--,--,--,--,--,--,SI,--
956,LA PAMPA,Realicó,Realicó,SI,--,SI,SI,SI,SI,SI,SI,SI
957,LA PAMPA,Toay,Cachirulo,--,--,--,--,SI,SI,--,--,--
958,BUENOS AIRES,Pergamino,La Violeta,--,--,--,--,SI,SI,SI,--,SI
959,BUENOS AIRES,Pergamino,Manuel Ocampo,SI,--,--,--,SI,SI,SI,--,--
960,BUENOS AIRES,Pergamino,Mariano Benítez,--,--,--,--,--,--,SI,--,--
961,BUENOS AIRES,Pergamino,Mariano H. Alfonzo (Est. San Patricio),--,--,--,--,SI,SI,--,--,SI
962,BUENOS AIRES,Pergamino,Pergamino,SI,SI,SI,SI,SI,SI,SI,SI,SI
963,BUENOS AIRES,Pergamino,Pinzón,--,--,--,--,--,--,--,SI,--
964,BUENOS AIRES,Pergamino,Rancagua,SI,--,--,SI,SI,--,SI,--,--
965,BUENOS AIRES,Pergamino,Villa Angélica (Est. El Socorro),--,--,--,--,SI,SI,--,--,--
966,BUENOS AIRES,Pergamino,Villa San José,SI,--,--,--,--,--,SI,--,--
967,BUENOS AIRES,Pila,Casalins,--,--,--,--,--,SI,--,SI,--
968,BUENOS AIRES,Pila,Pila,--,--,SI,SI,SI,SI,SI,SI,--
969,BUENOS AIRES,Pilar,Barrio Parque Almirante Irizar (Ap. Kilómetro 61),--,--,--,--,SI,SI,--,--,--
970,BUENOS AIRES,Pilar,Club de Campo Larena - Los Quinchos,--,--,--,--,SI,--,--,--,--
971,BUENOS AIRES,Pilar,Country Club El Jagüel,--,--,--,--,SI,SI,--,--,--
972,LA RIOJA,Arauco,Aimogasta,SI,SI,--,SI,SI,SI,SI,SI,SI
973,LA RIOJA,Arauco,Arauco,--,--,--,--,--,--,--,SI,SI
974,LA RIOJA,Arauco,Bañado de los Pantanos,--,--,--,--,--,--,--,SI,--
975,LA RIOJA,Arauco,Estación Mazán,--,--,--,--,SI,--,--,SI,SI
976,LA RIOJA,Arauco,Machigasta,--,--,--,--,SI,SI,--,SI,--
977,LA RIOJA,Arauco,San Antonio,--,--,--,--,SI,--,--,--,--
978,LA RIOJA,Arauco,Termas de Santa Teresita,--,--,--,--,--,--,--,--,--
979,LA RIOJA,Arauco,Villa Mazán,--,--,--,--,--,--,SI,SI,--
980,LA RIOJA,Capital,La Rioja,SI,SI,SI,SI,SI,SI,SI,SI,SI
981,LA RIOJA,Castro Barros,Aminga,--,SI,--,SI,--,--,SI,SI,--
982,LA RIOJA,Castro Barros,Anillaco,--,SI,--,SI,SI,--,SI,--,SI
983,LA RIOJA,Castro Barros,Anjullón,--,SI,--,SI,--,--,SI,SI,--
984,LA RIOJA,Castro Barros,Chuquis,--,SI,--,--,--,--,--,--,--
985,LA RIOJA,Castro Barros,Los Molinos,--,SI,--,--,--,--,--,SI,--
986,LA RIOJA,Castro Barros,Pinchas,--,SI,--,--,--,--,--,SI,--
987,LA RIOJA,Castro Barros,San Pedro,--,SI,--,--,--,--,SI,SI,--
988,CABA,COMUNA 01,RETIRO,SI,SI,SI,SI,SI,SI,SI,SI,SI
989,CATAMARCA,Fray Mamerto Esquiú,El Hueco,--,--,--,SI,--,SI,--,--,--
990,CATAMARCA,Fray Mamerto Esquiú,La Carrera,--,--,--,--,--,--,--,--,SI
991,CATAMARCA,Fray Mamerto Esquiú,La Falda De San Antonio,--,--,--,--,--,--,--,SI,--
992,CATAMARCA,Fray Mamerto Esquiú,La Tercena,--,--,--,--,--,SI,--,SI,--
993,CATAMARCA,Fray Mamerto Esquiú,Pomancillo Este,--,--,--,--,--,--,SI,--,--
994,CATAMARCA,Fray Mamerto Esquiú,Pomancillo Oeste,--,--,--,--,--,--,--,--,--
995,CATAMARCA,Fray Mamerto Esquiú,San Antonio,--,--,--,SI,SI,SI,--,--,--
996,CATAMARCA,Fray Mamerto Esquiú,San José,--,--,--,--,SI,SI,--,--,--
997,CATAMARCA,Fray Mamerto Esquiú,Villa Las Pirquitas,--,--,--,--,SI,--,--,--,SI
998,CATAMARCA,La Paz,Casa de Piedra,--,--,--,--,--,--,--,--,--
999,CABA,COMUNA 01,SAN NICOLAS,SI,SI,SI,SI,SI,SI,SI,SI,SI
1000,CATAMARCA,La Paz,El Aybal,--,--,--,--,--,--,--,--,--
1001,CATAMARCA,La Paz,El Bañado,--,--,--,--,--,--,--,--,--
1002,CATAMARCA,La Paz,El Divisadero,--,--,--,--,--,--,--,--,--
1003,CATAMARCA,La Paz,El Quimilo,--,--,--,--,--,--,--,--,--
1004,CATAMARCA,La Paz,Esquiú,--,--,--,--,SI,SI,--,--,--
1005,CATAMARCA,La Paz,Icaño,--,--,--,--,SI,SI,SI,--,SI
1006,CATAMARCA,La Paz,La Dorada,--,--,--,--,--,--,--,--,--
1007,CATAMARCA,La Paz,La Guardia,--,--,--,--,SI,--,--,--,--
1008,CATAMARCA,La Paz,Las Esquinas,--,--,--,--,--,--,--,--,--
1009,CATAMARCA,La Paz,Las Palmitas,--,--,--,--,--,--,--,--,--
1010,CATAMARCA,La Paz,Quirós,--,--,--,--,SI,--,SI,SI,--
1011,CATAMARCA,La Paz,Ramblones,--,--,--,--,--,--,--,--,--
1012,BUENOS AIRES,La Plata,Villa Elisa,--,SI,--,SI,SI,SI,--,SI,--
1013,BUENOS AIRES,La Plata,Villa Elvira,--,SI,--,SI,SI,SI,--,SI,--
1014,BUENOS AIRES,La Plata,Villa Garibaldi,--,--,--,--,--,--,--,SI,--
1015,BUENOS AIRES,La Plata,Villa Montoro,--,--,--,--,SI,SI,--,SI,--
1016,BUENOS AIRES,La Plata,Villa Parque Sicardi,--,--,--,--,SI,SI,--,SI,--
1017,BUENOS AIRES,Lanús,Gerli,SI,SI,SI,SI,SI,SI,SI,--,--
1018,BUENOS AIRES,Lanús,Lanús Este,SI,SI,SI,SI,SI,SI,SI,--,SI
1019,BUENOS AIRES,Lanús,Lanús Oeste,--,SI,SI,SI,SI,SI,--,SI,--
1020,BUENOS AIRES,Lanús,Monte Chingolo,SI,SI,SI,SI,SI,SI,SI,--,--
1021,LA PAMPA,Toay,Naicó,--,--,--,--,--,--,--,--,--
1022,BUENOS AIRES,Almirante Brown,Longchamps,SI,SI,SI,SI,SI,SI,SI,SI,--
1023,BUENOS AIRES,Almirante Brown,Malvinas Argentinas,SI,SI,SI,SI,SI,SI,SI,SI,SI
1024,BUENOS AIRES,Almirante Brown,Ministro Rivadavia,SI,SI,SI,SI,SI,SI,SI,SI,--
1025,BUENOS AIRES,Almirante Brown,Rafael Calzada,SI,SI,SI,SI,SI,SI,SI,SI,--
1026,BUENOS AIRES,Almirante Brown,San Francisco Solano,SI,SI,SI,SI,SI,SI,SI,SI,--
1027,BUENOS AIRES,Almirante Brown,San Jose,SI,SI,SI,SI,SI,SI,SI,SI,SI
1028,CATAMARCA,Belén,Puerta de San José,--,--,--,--,--,--,--,--,--
1029,CATAMARCA,Belén,Villa Vil,--,--,--,--,--,--,--,--,--
1030,CATAMARCA,Capayán,Adolfo E. Carranza,--,--,--,--,--,--,--,--,--
1031,CATAMARCA,Capayán,Balde de la Punta,--,--,--,--,--,--,--,--,--
1032,BUENOS AIRES,General San Martín,Villa José León Suarez,SI,SI,--,SI,SI,SI,SI,SI,--
1033,BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,--,SI,--,SI,SI,SI,--,--,--
1034,BUENOS AIRES,General San Martín,Villa Libertad,--,SI,--,SI,SI,SI,--,--,--
1035,BUENOS AIRES,General San Martín,Villa Lynch,SI,SI,--,SI,SI,SI,SI,--,--
1036,BUENOS AIRES,General San Martín,Villa Maipu,SI,SI,--,SI,SI,SI,--,SI,--
1037,BUENOS AIRES,General San Martín,Villa Marqués Alejandro María De Aguado,--,SI,--,SI,SI,SI,--,--,--
1038,BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,--,SI,--,SI,SI,SI,--,--,--
1039,BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,--,SI,--,SI,SI,SI,--,--,--
1040,BUENOS AIRES,General San Martín,Villa San Andrés,SI,SI,--,SI,SI,SI,SI,SI,--
1041,BUENOS AIRES,General San Martín,Villa Yapeyú,--,SI,--,SI,SI,SI,--,--,--
1042,BUENOS AIRES,Pilar,Del Viso,SI,SI,--,SI,SI,SI,SI,SI,--
1043,BUENOS AIRES,Pilar,Fátima,SI,SI,--,SI,SI,SI,SI,SI,--
1044,BUENOS AIRES,Pilar,La Lonja,SI,SI,--,SI,SI,SI,SI,SI,--
1045,BUENOS AIRES,Pilar,Los Cachorros,--,SI,--,--,SI,SI,--,--,--
1046,BUENOS AIRES,Pilar,Manzanares,--,--,--,--,SI,SI,--,SI,--
1047,BUENOS AIRES,Pilar,Manzone,--,--,--,--,SI,SI,--,--,--
1048,BUENOS AIRES,Pilar,Maquinista F. Savio (oeste),--,--,--,--,SI,SI,--,SI,--
1049,BUENOS AIRES,Pilar,Pilar,SI,SI,SI,SI,SI,SI,SI,SI,SI
1050,BUENOS AIRES,Arrecifes,Arrecifes,SI,SI,SI,SI,SI,SI,SI,SI,SI
1051,BUENOS AIRES,Arrecifes,Todd,--,--,--,SI,SI,SI,SI,--,--
1052,BUENOS AIRES,Arrecifes,Viña,SI,SI,--,--,SI,SI,--,--,--
1053,BUENOS AIRES,Avellaneda,Area Reserva Cinturón Ecológico,--,--,--,--,SI,SI,--,--,--
1054,BUENOS AIRES,Avellaneda,Avellaneda,SI,SI,SI,SI,SI,SI,SI,SI,SI
1055,BUENOS AIRES,Avellaneda,Crucesita,SI,SI,--,SI,SI,SI,SI,--,--
1056,BUENOS AIRES,Avellaneda,Dock Sud,SI,SI,--,SI,SI,SI,SI,SI,--
1057,BUENOS AIRES,Avellaneda,Gerli,SI,SI,--,SI,SI,SI,SI,--,--
1058,BUENOS AIRES,General Viamonte,Baigorrita,SI,--,--,--,SI,--,SI,SI,--
1059,BUENOS AIRES,General Viamonte,La Delfina,--,--,--,--,--,--,--,--,--
1060,BUENOS AIRES,General Viamonte,Los Toldos,SI,--,--,SI,SI,SI,SI,SI,--
1061,BUENOS AIRES,General Viamonte,San Emilio,--,--,--,--,--,--,--,--,--
1062,BUENOS AIRES,General Viamonte,Zavalía,--,--,--,--,--,--,SI,SI,--
1063,BUENOS AIRES,General Villegas,Banderaló,--,--,--,--,SI,SI,--,--,SI
1064,BUENOS AIRES,General Villegas,Cañada Seca,--,--,--,--,SI,--,--,--,--
1065,BUENOS AIRES,General Villegas,Coronel Charlone,SI,--,--,SI,SI,SI,SI,--,SI
1066,BUENOS AIRES,General Villegas,Emilio V. Bunge,--,--,--,--,SI,SI,SI,--,SI
1067,BUENOS AIRES,General Villegas,General Villegas (Est. Villegas),SI,SI,--,--,SI,SI,SI,--,SI
1068,BUENOS AIRES,General Villegas,Massey (Est. Elordi),--,--,--,--,--,--,--,--,--
1069,BUENOS AIRES,General Villegas,Pichincha,--,--,--,--,--,--,--,--,--
1070,BUENOS AIRES,General Villegas,Piedritas,SI,--,--,SI,SI,SI,SI,SI,SI
1071,BUENOS AIRES,General Villegas,Santa Eleodora,--,--,--,--,SI,--,SI,--,--
1072,BUENOS AIRES,Pilar,Presidente Derqui,SI,SI,--,SI,SI,SI,SI,SI,--
1073,BUENOS AIRES,Pilar,Roberto De Vicenzo,--,--,--,--,SI,SI,--,--,--
1074,BUENOS AIRES,Pilar,Santa Teresa,--,--,--,--,SI,SI,--,--,SI
1075,BUENOS AIRES,Pilar,Tortuguitas,--,--,--,SI,SI,SI,--,SI,SI
1076,BUENOS AIRES,Pilar,Villa Astolfi,--,SI,--,SI,SI,SI,--,SI,--
1077,BUENOS AIRES,Pilar,Villa Rosa,SI,SI,SI,SI,SI,SI,SI,SI,--
1078,BUENOS AIRES,Pilar,Zelaya,SI,SI,--,--,SI,SI,SI,SI,--
1079,BUENOS AIRES,Pinamar,Carilo,--,--,--,--,SI,SI,--,--,--
1080,BUENOS AIRES,Pinamar,Ostende,--,--,--,--,SI,SI,--,--,--
1081,CATAMARCA,Tinogasta,Costa de Reyes,--,--,--,--,--,--,--,--,--
1082,CATAMARCA,Tinogasta,El Pueblito,--,--,--,--,--,--,--,--,--
1083,CATAMARCA,Tinogasta,El Puesto,--,--,--,--,--,--,--,--,--
1084,CABA,COMUNA 01,SAN TELMO,SI,SI,SI,SI,SI,SI,SI,SI,SI
1085,CATAMARCA,Pomán,Saujil,--,--,--,--,SI,--,SI,SI,SI
1086,CATAMARCA,Pomán,Siján,--,--,--,--,--,--,SI,--,SI
1087,CATAMARCA,Santa María,Andalhualá,--,--,--,--,--,--,--,--,--
1088,CATAMARCA,Santa María,Caspichango,--,--,--,--,--,--,--,--,--
1089,CATAMARCA,Santa María,Chañar Punco,--,--,--,--,SI,--,--,--,--
1090,CATAMARCA,Santa María,El Cajón,--,--,--,--,--,--,--,--,--
1091,CATAMARCA,Santa María,El Cerrito,--,--,--,--,SI,SI,--,--,--
1092,CATAMARCA,Santa María,El Desmonte,--,--,--,--,--,--,--,--,--
1093,CATAMARCA,Santa María,El Puesto,--,--,--,--,--,--,--,--,--
1094,CATAMARCA,Santa María,Famatanca,--,--,--,--,--,--,--,--,--
1095,CATAMARCA,Santa María,Fuerte Quemado,--,--,--,--,--,--,--,--,--
1096,CATAMARCA,Santa María,La Hoyada,--,--,--,--,--,--,--,--,--
1097,CABA,COMUNA 10,VILLA LURO,SI,SI,SI,SI,SI,SI,SI,SI,SI
1098,CATAMARCA,Tinogasta,El Salado,--,--,--,--,--,--,--,--,--
1099,CATAMARCA,Tinogasta,Fiambalá,--,--,--,SI,SI,SI,SI,SI,SI
1100,CATAMARCA,Tinogasta,La Puntilla,--,--,--,--,--,--,--,--,--
1101,CATAMARCA,Tinogasta,La Ramadita,--,--,--,--,--,--,--,--,--
1102,CATAMARCA,Tinogasta,Los Balverdis,--,--,--,--,--,--,--,--,--
1103,CATAMARCA,Tinogasta,Medanitos,--,--,--,--,SI,--,--,--,--
1104,CATAMARCA,Tinogasta,Palo Blanco,--,--,--,--,--,--,--,--,--
1105,CATAMARCA,Tinogasta,Pampa Blanca,--,--,--,--,--,--,--,--,--
1106,CATAMARCA,Tinogasta,Punta del Agua,--,--,--,--,--,--,--,--,--
1107,CATAMARCA,Tinogasta,Saujil,--,--,--,--,--,--,--,--,--
1108,CATAMARCA,Tinogasta,Tatón,--,--,--,--,SI,--,--,--,--
1109,MENDOZA,Junín,Medrano,--,--,--,--,--,--,--,SI,--
1110,CATAMARCA,Santa María,La Loma,--,--,--,--,--,--,--,--,SI
1111,CATAMARCA,Santa María,La Puntilla,--,--,--,--,--,--,--,--,--
1112,CATAMARCA,Santa María,Lampacito,--,--,--,--,SI,--,--,--,--
1113,CATAMARCA,Santa María,Las Mojarras,--,--,--,--,--,--,--,--,--
1114,CATAMARCA,Santa María,Loro Huasi,--,--,--,--,--,--,--,--,--
1115,CATAMARCA,Santa María,Medanitos,--,--,--,--,--,--,--,--,--
1116,CATAMARCA,Santa María,Palo Seco,--,--,--,--,--,--,--,--,--
1117,CATAMARCA,Santa María,Punta de Balasto,--,--,--,--,--,--,--,--,--
1118,CATAMARCA,Santa María,San José,--,--,--,--,--,--,--,--,SI
1119,CATAMARCA,Santa María,San Jose Banda,--,--,--,--,--,--,--,--,--
1120,CATAMARCA,Santa María,San Jose Norte,--,--,--,--,--,--,--,--,--
1121,CATAMARCA,Santa María,Santa María,--,--,--,--,--,--,--,--,SI
1122,CATAMARCA,Santa María,Yapes,--,--,--,--,--,--,--,--,--
1123,CATAMARCA,Santa Rosa,Alijilán,--,--,--,--,SI,--,SI,--,SI
1124,CATAMARCA,Santa Rosa,Bañado de Ovanta,--,--,--,--,SI,--,SI,--,SI
1125,CATAMARCA,Santa Rosa,Las Cañas,--,--,--,--,--,--,--,--,--
1126,CATAMARCA,Santa Rosa,Lavalle,--,--,--,--,--,--,--,--,SI
1127,CATAMARCA,Santa Rosa,Los Altos,--,--,--,--,SI,SI,SI,SI,SI
1128,CATAMARCA,Santa Rosa,Manantiales,--,--,--,--,--,--,--,--,--
1129,CATAMARCA,Santa Rosa,San Pedro,--,--,--,--,SI,--,--,--,--
1130,CATAMARCA,Tinogasta,Anillaco,--,--,--,--,--,--,--,--,--
1131,CATAMARCA,Tinogasta,Antinaco,--,--,--,--,--,--,--,--,--
1132,CATAMARCA,Tinogasta,Banda de Lucero,--,--,--,--,--,--,--,--,--
1133,CATAMARCA,Tinogasta,Cerro Negro,--,--,--,--,--,--,--,--,--
1134,CATAMARCA,Tinogasta,Copacabana,--,--,--,--,SI,--,--,--,--
1135,CATAMARCA,Tinogasta,Cordobita,--,--,--,--,--,--,--,--,--
1136,CORDOBA,Tulumba,Las Arrias,SI,--,--,--,SI,SI,SI,--,--
1137,CORDOBA,Tulumba,Lucio V. Mansilla,--,--,--,--,SI,SI,SI,--,--
1138,CORDOBA,Tulumba,Rosario del Saladillo,--,--,--,SI,--,--,--,--,--
1139,CORDOBA,Tulumba,San José de la Dormida,SI,--,--,--,SI,SI,SI,SI,SI
1140,CORDOBA,Tulumba,San José de las Salinas,--,--,--,--,SI,SI,--,--,--
1141,CORDOBA,Tulumba,San Pedro Norte,--,--,--,--,--,--,--,SI,--
1142,CORDOBA,Tulumba,Villa Tulumba,--,--,--,SI,SI,SI,SI,SI,--
1143,CORDOBA,Unión,Aldea Santa María,--,--,--,--,--,--,--,--,--
1144,CORDOBA,Unión,Alto Alegre,SI,SI,--,SI,SI,SI,SI,--,--
1145,CORDOBA,Unión,Ana Zumarán,--,--,--,--,SI,--,--,--,--
1146,CORDOBA,Unión,Ballesteros,SI,--,--,SI,SI,SI,SI,SI,--
1147,CORDOBA,Unión,Ballesteros Sur,--,--,--,SI,--,--,SI,SI,--
1148,CORDOBA,Unión,Bell Ville,SI,SI,--,SI,SI,SI,SI,--,--
1149,CORDOBA,Unión,Benjamín Gould,--,--,--,--,SI,--,SI,SI,--
1150,JUJUY,El Carmen,Perico,--,SI,--,--,SI,SI,SI,SI,SI
1151,JUJUY,El Carmen,Pila Pardo,--,--,--,--,--,--,--,--,--
1152,JUJUY,El Carmen,Puesto Viejo,--,SI,--,--,SI,SI,SI,--,SI
1153,JUJUY,El Carmen,San Isidro,--,--,--,--,--,--,--,--,--
1154,JUJUY,El Carmen,San Juancito,--,--,--,--,SI,--,--,--,--
1155,JUJUY,Humahuaca,Aparzo,--,--,--,--,--,--,--,--,--
1156,JUJUY,Humahuaca,Cianzo,--,--,--,--,--,--,--,--,--
1157,JUJUY,Humahuaca,Coctaca,--,--,--,--,--,--,--,--,--
1158,JUJUY,Humahuaca,El Aguilar,--,--,--,--,SI,SI,SI,--,SI
1159,JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),--,--,--,SI,--,--,--,--,--
1160,JUJUY,Humahuaca,Humahuaca,SI,--,--,--,SI,SI,SI,SI,SI
1161,JUJUY,Humahuaca,Palca de Aparzo,--,--,--,--,SI,--,--,--,--
1162,JUJUY,Humahuaca,Palca de Varas,--,--,--,--,--,--,--,--,--
1163,JUJUY,Humahuaca,Rodero,--,--,--,--,--,--,--,--,--
1164,JUJUY,Humahuaca,Tres Cruces,--,--,--,SI,SI,--,--,--,--
1165,JUJUY,Humahuaca,Uquía (Est. Senador Pérez),SI,--,--,SI,--,--,SI,--,--
1166,JUJUY,Ledesma,Bananal,--,--,--,SI,--,--,--,--,--
1167,JUJUY,Ledesma,Bermejito,--,--,--,--,--,--,--,--,--
1168,JUJUY,Ledesma,Caimancito,SI,--,--,--,SI,SI,SI,SI,SI
1169,JUJUY,Ledesma,Calilegua,--,SI,--,--,SI,SI,--,--,SI
1170,JUJUY,Ledesma,Chalicán,--,--,--,--,SI,--,--,SI,--
1171,SANTA FE,General Obligado,Puerto Reconquista,--,--,--,--,SI,--,SI,--,--
1172,MENDOZA,Junín,Phillips,--,--,--,--,--,--,SI,SI,--
1173,MENDOZA,Junín,Rodríguez Peña,--,--,--,--,SI,--,SI,SI,--
1174,MENDOZA,La Paz,Desaguadero,--,--,--,--,SI,SI,SI,--,--
1175,MENDOZA,La Paz,La Paz,SI,--,--,SI,SI,SI,SI,--,--
1176,MENDOZA,La Paz,Villa Antigua,--,--,--,--,--,--,--,--,--
1177,MENDOZA,Las Heras,Blanco Encalada,--,--,--,--,--,--,SI,SI,--
1178,MENDOZA,Las Heras,Capdeville,--,--,--,--,SI,--,--,--,--
1179,MENDOZA,Las Heras,El Algarrobal,--,--,--,--,SI,SI,--,--,--
1180,MENDOZA,Las Heras,El Borbollon,--,--,--,--,SI,SI,--,--,--
1181,MENDOZA,Las Heras,EL CHALLAO,--,--,--,SI,--,--,--,--,--
1182,MENDOZA,Las Heras,EL PLUMERILLO,--,--,--,SI,SI,SI,--,--,--
1183,MENDOZA,Las Heras,EL RESGUARDO,--,--,--,SI,--,SI,--,--,--
1184,MENDOZA,Las Heras,EL ZAPALLAR,--,--,--,SI,SI,SI,--,--,--
1185,MENDOZA,Las Heras,Jocolí,--,--,--,--,SI,SI,SI,--,--
1186,MENDOZA,Las Heras,La Cieneguita,--,--,--,--,SI,SI,--,--,--
1187,MENDOZA,Las Heras,Las Cuevas,--,--,--,--,SI,SI,--,--,--
1188,MENDOZA,Lavalle,El Vergel,--,--,--,--,--,--,--,SI,--
1189,MENDOZA,Lavalle,Ingeniero Gustavo André,--,--,--,--,--,--,--,SI,--
1190,MENDOZA,Las Heras,Las Heras,SI,--,SI,SI,SI,SI,SI,SI,SI
1191,MENDOZA,Las Heras,Los Penitentes,--,--,--,--,--,--,--,--,--
1192,MENDOZA,Las Heras,Panquehua,--,--,--,SI,SI,SI,--,--,--
1193,MENDOZA,Las Heras,Papagayos,--,--,--,--,SI,SI,--,--,SI
1194,MENDOZA,Las Heras,Polvaredas,--,--,--,--,--,--,--,--,--
1195,MENDOZA,Las Heras,Puente del Inca,--,--,--,--,SI,SI,--,--,--
1196,MENDOZA,Las Heras,Punta de Vacas,--,--,--,--,--,--,--,--,--
1197,MENDOZA,Las Heras,Sierras De Encalada,--,--,--,--,SI,SI,--,--,--
1198,MENDOZA,Las Heras,Uspallata,SI,--,SI,SI,SI,SI,SI,--,--
1199,MENDOZA,Lavalle,3 de Mayo,--,--,--,--,SI,--,SI,SI,--
1200,MENDOZA,Lavalle,Barrio Alto del Olvido,--,--,--,--,--,--,--,--,--
1201,MENDOZA,Lavalle,Barrio Jocolí II,--,--,--,--,--,--,--,--,--
1202,MENDOZA,Lavalle,Barrio La Esperanza,--,--,--,--,--,--,--,--,--
1203,MENDOZA,Lavalle,Barrio La Palmera,--,--,--,--,--,--,--,--,--
1204,MENDOZA,Lavalle,Barrio La Pega,--,--,--,--,--,--,SI,--,--
1205,MENDOZA,Lavalle,Barrio Lagunas de Bartoluzzi,--,--,--,--,--,--,--,--,--
1206,MENDOZA,Lavalle,Barrio Los Jarilleros,--,--,--,--,--,--,--,--,--
1207,MENDOZA,Lavalle,Barrio Los Olivos,SI,--,--,--,--,--,SI,--,--
1208,MENDOZA,Lavalle,Barrio Virgen del Rosario,--,--,--,--,--,--,--,--,--
1209,MENDOZA,Lavalle,Costa de Araujo,--,--,--,SI,SI,SI,--,SI,--
1210,MENDOZA,Lavalle,El Paramillo,--,--,--,--,--,--,--,--,--
1211,MISIONES,Cainguás,Aristóbulo del Valle,SI,SI,--,SI,SI,SI,SI,--,SI
1212,MISIONES,Cainguás,Campo Grande,SI,--,--,SI,SI,SI,SI,--,SI
